Date,District_Name,Today_Positive,Total_Positive,Today_Discharge,Total_Discharge,Total_Active_Cases,Today_Deaths,Total_Deaths,Total_Population
05-05-2021,Gadag,17.75,12.77,11.74,11.76,0.87,0.28,13.81,"10,64,570"
06-05-2021,Gadag,17.94,12.95,12.21,11.88,0.93,0.19,14,"10,64,570"
07-05-2021,Gadag,23.3,13.18,14.84,12.03,1.01,0.28,14.28,"10,64,570"
08-05-2021,Gadag,32.03,13.5,16.91,12.2,1.16,0.19,14.47,"10,64,570"
09-05-2021,Gadag,34.57,13.85,19.07,12.39,1.31,0.28,14.75,"10,64,570"
10-05-2021,Gadag,31.19,14.16,21.14,12.6,1.41,0.19,14.94,"10,64,570"
11-05-2021,Gadag,42.83,14.59,19.91,12.8,1.64,0.28,15.22,"10,64,570"
12-05-2021,Gadag,32.6,14.92,26.3,13.07,1.69,0.38,15.59,"10,64,570"
13-05-2021,Gadag,40.39,15.32,27.8,13.34,1.82,0.47,16.06,"10,64,570"
14-05-2021,Gadag,55.52,15.87,27.33,13.62,2.09,0.38,16.44,"10,64,570"
15-05-2021,Gadag,43.12,16.31,25.64,13.87,2.26,0.38,16.81,"10,64,570"
16-05-2021,Gadag,42.55,16.73,29.03,14.16,2.4,0.38,17.19,"10,64,570"
17-05-2021,Gadag,44.62,17.18,29.12,14.45,2.55,0.38,17.57,"10,64,570"
18-05-2021,Gadag,51.01,17.69,22.83,14.68,2.82,0.47,18.04,"10,64,570"
19-05-2021,Gadag,45.65,18.14,30.34,14.99,2.97,0.47,18.51,"10,64,570"
20-05-2021,Gadag,44.06,18.58,30.72,15.29,3.1,0.47,18.97,"10,64,570"
21-05-2021,Gadag,49.79,19.08,37.57,15.67,3.22,0.47,19.44,"10,64,570"
22-05-2021,Gadag,41.61,19.5,38.42,16.05,3.25,0.38,19.82,"10,64,570"
23-05-2021,Gadag,34.85,19.85,39.45,16.45,3.2,0.38,20.2,"10,64,570"
24-05-2021,Gadag,26.02,20.11,40.49,16.85,3.05,0.19,20.38,"10,64,570"
25-05-2021,Gadag,24.33,20.35,41.99,17.27,2.87,0.47,20.85,"10,64,570"
26-05-2021,Gadag,36.92,20.72,37.95,17.65,2.86,0.38,21.23,"10,64,570"
27-05-2021,Gadag,34.76,21.07,37.67,18.03,2.82,0.47,21.7,"10,64,570"
28-05-2021,Gadag,28.37,21.35,38.04,18.41,2.72,0.47,22.17,"10,64,570"
29-05-2021,Gadag,28.84,21.64,37.57,18.79,2.63,0.47,22.64,"10,64,570"
30-05-2021,Gadag,27.15,21.91,36.73,19.15,2.53,0.47,23.11,"10,64,570"
31-05-2021,Gadag,22.54,22.14,37.29,19.53,2.38,0.38,23.48,"10,64,570"
01-06-2021,Gadag,20.1,22.34,32.97,19.85,2.24,0.38,23.86,"10,64,570"
02-06-2021,Gadag,26.77,22.61,32.6,20.18,2.18,0.38,24.24,"10,64,570"
03-06-2021,Gadag,23.48,22.84,32.97,20.51,2.08,0.38,24.61,"10,64,570"
04-06-2021,Gadag,18.22,23.02,30.62,20.82,1.96,0.28,24.89,"10,64,570"
05-06-2021,Gadag,14.28,23.17,30.81,21.12,1.79,0.38,25.27,"10,64,570"
06-06-2021,Gadag,12.49,23.29,29.68,21.42,1.61,0.38,25.64,"10,64,570"
07-06-2021,Gadag,13.24,23.42,28.27,21.7,1.46,0.19,25.83,"10,64,570"
08-06-2021,Gadag,7.33,23.5,26.77,21.97,1.26,0.19,26.02,"10,64,570"
09-06-2021,Gadag,8.92,23.59,23.3,22.21,1.12,0.19,26.21,"10,64,570"
10-06-2021,Gadag,8.45,23.67,20.76,22.41,0.99,0.28,26.49,"10,64,570"
11-06-2021,Gadag,6.2,23.73,16.34,22.58,0.89,0.28,26.77,"10,64,570"
12-06-2021,Gadag,5.64,23.79,12.49,22.7,0.82,0.19,26.96,"10,64,570"
13-06-2021,Gadag,6.86,23.86,20.29,22.9,0.68,0.09,27.05,"10,64,570"
14-06-2021,Gadag,2.63,23.88,10.61,23.01,0.6,0,27.05,"10,64,570"
15-06-2021,Gadag,1.97,23.9,8.27,23.09,0.54,0,27.05,"10,64,570"
16-06-2021,Gadag,4.88,23.95,6.58,23.16,0.52,0.19,27.24,"10,64,570"
17-06-2021,Gadag,3.19,23.98,7.51,23.23,0.48,0,27.24,"10,64,570"
18-06-2021,Gadag,2.16,24,7.89,23.31,0.42,0.09,27.33,"10,64,570"
19-06-2021,Gadag,2.63,24.03,7.98,23.39,0.37,0.09,27.43,"10,64,570"
20-06-2021,Gadag,2.63,24.06,5.92,23.45,0.33,0.09,27.52,"10,64,570"
21-06-2021,Gadag,1.6,24.07,6.11,23.51,0.29,0.09,27.62,"10,64,570"
22-06-2021,Gadag,1.97,24.09,4.98,23.56,0.26,0,27.62,"10,64,570"
01-07-2020,Hassan,1.58,0.24,0,0.14,0.1,0.23,0,"17,76,421"
02-07-2020,Hassan,0.84,0.25,0,0.14,0.11,0.28,0,"17,76,421"
03-07-2020,Hassan,0.73,0.26,0.51,0.14,0.11,0.34,0,"17,76,421"
04-07-2020,Hassan,1.41,0.27,0,0.14,0.12,0.39,0,"17,76,421"
05-07-2020,Hassan,0.79,0.28,0,0.14,0.13,0.45,0,"17,76,421"
06-07-2020,Hassan,2.76,0.3,0,0.14,0.16,0.51,0,"17,76,421"
07-07-2020,Hassan,1.46,0.32,1.13,0.15,0.16,0.56,0,"17,76,421"
08-07-2020,Hassan,1.46,0.33,5.46,0.21,0.12,0.73,0,"17,76,421"
10-07-2020,Hassan,0.34,0.35,0,0.22,0.12,0.84,0,"17,76,421"
11-07-2020,Hassan,1.91,0.37,0,0.22,0.14,0.96,0,"17,76,421"
12-07-2020,Hassan,1.75,0.39,1.91,0.24,0.14,0.17,1.13,"17,76,421"
13-07-2020,Hassan,1.41,0.4,0,0.24,0.15,0.06,1.18,"17,76,421"
14-07-2020,Hassan,0.23,0.4,0.96,0.25,0.14,0.06,1.24,"17,76,421"
15-07-2020,Hassan,1.41,0.42,0.79,0.25,0.15,0,1.24,"17,76,421"
16-07-2020,Hassan,1.75,0.43,1.63,0.27,0.15,0.11,1.35,"17,76,421"
17-07-2020,Hassan,1.18,0.45,0.79,0.28,0.15,0,1.35,"17,76,421"
19-07-2020,Hassan,2.42,0.5,0.56,0.31,0.17,0.11,1.46,"17,76,421"
20-07-2020,Hassan,3.77,0.54,0.96,0.32,0.2,0.06,1.52,"17,76,421"
21-07-2020,Hassan,6.02,0.6,0.84,0.33,0.25,0.17,1.69,"17,76,421"
22-07-2020,Hassan,4.05,0.64,1.52,0.34,0.28,0.17,1.86,"17,76,421"
23-07-2020,Hassan,6.08,0.7,1.35,0.36,0.32,0.11,1.97,"17,76,421"
24-07-2020,Hassan,6.64,0.76,3.72,0.39,0.35,0.11,2.08,"17,76,421"
25-07-2020,Hassan,8.5,0.85,3.04,0.42,0.4,0.11,2.2,"17,76,421"
26-07-2020,Hassan,9.23,0.94,0,0.42,0.49,0.17,2.36,"17,76,421"
27-07-2020,Hassan,3.72,0.98,3.26,0.46,0.5,0.06,2.42,"17,76,421"
28-07-2020,Hassan,6.08,1.04,1.86,0.48,0.54,0.28,2.7,"17,76,421"
29-07-2020,Hassan,5.35,1.09,0,0.48,0.59,0.23,2.93,"17,76,421"
30-07-2020,Hassan,5.29,1.15,1.18,0.49,0.63,0.34,3.26,"17,76,421"
31-07-2020,Hassan,5.63,1.2,1.13,0.5,0.67,0.06,3.32,"17,76,421"
01-08-2020,Hassan,8.22,1.28,0,0.5,0.75,0.11,3.43,"17,76,421"
02-08-2020,Hassan,7.99,1.36,7.6,0.57,0.75,0.11,3.55,"17,76,421"
03-08-2020,Hassan,7.37,1.44,0,0.57,0.83,0.28,3.83,"17,76,421"
04-08-2020,Hassan,10.58,1.54,2.48,0.6,0.91,0.11,3.94,"17,76,421"
05-08-2020,Hassan,7.71,1.62,4.62,0.64,0.94,0.11,4.05,"17,76,421"
06-08-2020,Hassan,8.89,1.71,0.84,0.65,1.01,0.23,4.28,"17,76,421"
07-08-2020,Hassan,7.77,1.79,0.62,0.66,1.08,0.51,4.78,"17,76,421"
08-08-2020,Hassan,7.49,1.86,0,0.66,1.15,0.34,5.12,"17,76,421"
09-08-2020,Hassan,9.46,1.96,2.93,0.69,1.21,0.39,5.52,"17,76,421"
10-08-2020,Hassan,7.09,2.03,4.84,0.74,1.23,0.34,5.85,"17,76,421"
11-08-2020,Hassan,8.22,2.11,7.66,0.81,1.24,0.17,6.02,"17,76,421"
12-08-2020,Hassan,14.52,2.26,9.01,0.9,1.29,0.34,6.36,"17,76,421"
13-08-2020,Hassan,7.26,2.33,32.2,1.23,1.04,0.11,6.47,"17,76,421"
14-08-2020,Hassan,8.89,2.42,7.82,1.3,1.05,0.11,6.59,"17,76,421"
15-08-2020,Hassan,8.67,2.5,6.98,1.37,1.06,0.23,6.81,"17,76,421"
16-08-2020,Hassan,8.16,2.58,17.39,1.55,0.97,0.11,6.92,"17,76,421"
17-08-2020,Hassan,14.07,2.73,15.54,1.7,0.95,0.51,7.43,"17,76,421"
18-08-2020,Hassan,9.96,2.83,7.26,1.78,0.97,0.39,7.82,"17,76,421"
19-08-2020,Hassan,12.83,2.95,8.33,1.86,1.02,0,7.82,"17,76,421"
20-08-2020,Hassan,11.03,3.06,6.59,1.92,1.06,0.39,8.22,"17,76,421"
21-08-2020,Hassan,8.11,3.15,7.88,2,1.06,0.11,8.33,"17,76,421"
22-08-2020,Hassan,11.77,3.26,13.79,2.14,1.04,0.06,8.39,"17,76,421"
23-08-2020,Hassan,11.03,3.37,7.21,2.21,1.07,0.17,8.56,"17,76,421"
24-08-2020,Hassan,11.26,3.49,8.5,2.3,1.1,0.34,8.89,"17,76,421"
25-08-2020,Hassan,11.54,3.6,8.11,2.38,1.13,0.11,9.01,"17,76,421"
26-08-2020,Hassan,8.67,3.69,7.94,2.46,1.14,0.23,9.23,"17,76,421"
27-08-2020,Hassan,18.8,3.88,13.06,2.59,1.19,0.17,9.4,"17,76,421"
28-08-2020,Hassan,20.1,4.08,9.4,2.68,1.3,0.06,9.46,"17,76,421"
29-08-2020,Hassan,18.3,4.26,12.27,2.81,1.36,0.34,9.79,"17,76,421"
30-08-2020,Hassan,15.09,4.41,10.7,2.91,1.4,0.06,9.85,"17,76,421"
31-08-2020,Hassan,12.22,4.53,7.77,2.99,1.44,0.11,9.96,"17,76,421"
01-09-2020,Hassan,25.95,4.79,11.54,3.11,1.58,0.62,10.58,"17,76,421"
02-09-2020,Hassan,16.32,4.96,10.53,3.21,1.64,0.23,10.81,"17,76,421"
03-09-2020,Hassan,14.19,5.1,10.7,3.32,1.67,0.28,11.09,"17,76,421"
04-09-2020,Hassan,19.14,5.29,11.03,3.43,1.75,0.11,11.2,"17,76,421"
06-09-2020,Hassan,18.24,5.67,17.79,3.69,1.86,0.11,11.65,"17,76,421"
07-09-2020,Hassan,7.21,5.74,19.65,3.89,1.73,0.23,11.88,"17,76,421"
08-09-2020,Hassan,12.33,5.86,17.68,4.07,1.67,0.28,12.16,"17,76,421"
09-09-2020,Hassan,15.2,6.01,14.81,4.21,1.68,0.23,12.38,"17,76,421"
10-09-2020,Hassan,12.27,6.14,11.99,4.33,1.67,0.51,12.89,"17,76,421"
11-09-2020,Hassan,17.17,6.31,24.94,4.58,1.6,0.06,12.95,"17,76,421"
12-09-2020,Hassan,18.24,6.49,18.24,4.77,1.6,0.06,13,"17,76,421"
13-09-2020,Hassan,23.98,6.73,13.79,4.9,1.69,0.23,13.23,"17,76,421"
14-09-2020,Hassan,16.61,6.9,18.69,5.09,1.67,0.06,13.29,"17,76,421"
15-09-2020,Hassan,16.38,7.06,0,5.09,1.84,0,13.29,"17,76,421"
16-09-2020,Hassan,17.34,7.23,0,5.09,2.01,0,13.34,"17,76,421"
17-09-2020,Hassan,11.6,7.35,0,5.09,2.13,0,13.34,"17,76,421"
18-09-2020,Hassan,9.74,7.45,17.84,5.27,2.04,0.06,13.4,"17,76,421"
19-09-2020,Hassan,1.07,7.46,33.72,5.61,1.72,0.28,13.68,"17,76,421"
20-09-2020,Hassan,15.59,7.61,30.62,5.91,1.56,0.34,14.02,"17,76,421"
21-09-2020,Hassan,15.09,7.76,16.66,6.08,1.54,0.23,14.24,"17,76,421"
22-09-2020,Hassan,13.23,7.9,17.73,6.26,1.5,0.23,14.47,"17,76,421"
23-09-2020,Hassan,17.73,8.07,27.02,6.53,1.4,0,14.47,"17,76,421"
24-09-2020,Hassan,22.91,8.3,11.93,6.65,1.51,0.34,14.81,"17,76,421"
25-09-2020,Hassan,12.78,8.43,15.99,6.81,1.48,0.17,14.97,"17,76,421"
26-09-2020,Hassan,13.45,8.57,14.41,6.95,1.47,0.11,15.09,"17,76,421"
27-09-2020,Hassan,22.97,8.8,8.11,7.03,1.61,0.34,15.42,"17,76,421"
28-09-2020,Hassan,18.01,8.98,7.21,7.1,1.72,0.23,15.65,"17,76,421"
29-09-2020,Hassan,26.74,9.24,8.33,7.19,1.89,0.56,16.21,"17,76,421"
30-09-2020,Hassan,25.11,9.49,15.09,7.34,1.99,0.39,16.61,"17,76,421"
01-10-2020,Hassan,21.56,9.71,17.73,7.51,2.03,0.17,16.78,"17,76,421"
02-10-2020,Hassan,17.73,9.89,11.88,7.63,2.08,0.34,17.11,"17,76,421"
03-10-2020,Hassan,25.89,10.15,16.38,7.8,2.17,0.34,17.45,"17,76,421"
04-10-2020,Hassan,17.28,10.32,23.14,8.03,2.11,0.17,17.62,"17,76,421"
05-10-2020,Hassan,30.23,10.62,13.79,8.17,2.28,0.23,17.84,"17,76,421"
06-10-2020,Hassan,13.23,10.75,12.22,8.29,2.29,0.11,17.96,"17,76,421"
07-10-2020,Hassan,26.51,11.02,21.73,8.51,2.33,0.28,18.24,"17,76,421"
08-10-2020,Hassan,24.83,11.27,20.21,8.71,2.38,0.11,18.35,"17,76,421"
09-10-2020,Hassan,27.53,11.54,25.67,8.96,2.39,0,18.35,"17,76,421"
10-10-2020,Hassan,25.61,11.8,23.87,9.2,2.41,0.34,18.69,"17,76,421"
11-10-2020,Hassan,26.06,12.06,23.64,9.44,2.43,0.11,18.8,"17,76,421"
12-10-2020,Hassan,15.65,12.22,16.61,9.61,2.42,0.17,18.97,"17,76,421"
13-10-2020,Hassan,13.4,12.35,32.37,9.93,2.22,0.56,19.53,"17,76,421"
14-10-2020,Hassan,12.78,12.48,20.32,10.13,2.15,0.06,19.59,"17,76,421"
15-10-2020,Hassan,24.77,12.72,35.3,10.49,2.04,0,19.59,"17,76,421"
16-10-2020,Hassan,10.98,12.83,16.72,10.65,1.98,0.17,19.76,"17,76,421"
17-10-2020,Hassan,12.38,12.96,27.08,10.92,1.84,0.17,19.93,"17,76,421"
18-10-2020,Hassan,14.47,13.1,24.15,11.16,1.74,0.11,20.04,"17,76,421"
19-10-2020,Hassan,5.91,13.16,28.54,11.45,1.51,0,20.04,"17,76,421"
20-10-2020,Hassan,14.02,13.3,20.32,11.65,1.45,0.11,20.15,"17,76,421"
21-10-2020,Hassan,7.88,13.38,21.9,11.87,1.31,0.17,20.32,"17,76,421"
22-10-2020,Hassan,5.35,13.43,16.61,12.04,1.19,0.17,20.49,"17,76,421"
24-10-2020,Hassan,7.66,13.57,11.82,12.31,1.06,0,20.6,"17,76,421"
25-10-2020,Hassan,5.8,13.63,23.36,12.54,0.88,0,20.6,"17,76,421"
26-10-2020,Hassan,5.52,13.69,85.79,13.4,0.08,0.06,20.66,"17,76,421"
27-10-2020,Hassan,6.42,13.75,0,13.4,0.14,0,20.66,"17,76,421"
28-10-2020,Hassan,7.15,13.82,13,12.9,0.72,0,20.66,"17,76,421"
29-10-2020,Hassan,6.42,13.89,5.69,12.95,0.72,0.17,20.83,"17,76,421"
30-10-2020,Hassan,6.53,13.95,13.74,13.09,0.65,0,20.83,"17,76,421"
31-10-2020,Hassan,9.74,14.05,7.71,13.17,0.67,0,20.83,"17,76,421"
01-12-2020,Hassan,2.81,15.24,2.48,14.8,0.22,0.11,21.73,"17,76,421"
02-12-2020,Hassan,2.36,15.26,3.55,14.83,0.21,0,21.73,"17,76,421"
03-12-2020,Hassan,1.91,15.28,1.91,14.85,0.21,0.06,21.79,"17,76,421"
04-12-2020,Hassan,2.76,15.31,2.03,14.87,0.22,0,21.79,"17,76,421"
05-12-2020,Hassan,2.03,15.33,2.65,14.9,0.21,0,21.79,"17,76,421"
06-12-2020,Hassan,2.31,15.35,1.69,14.92,0.22,0,21.79,"17,76,421"
07-12-2020,Hassan,2.42,15.38,2.42,14.94,0.22,0,21.79,"17,76,421"
08-12-2020,Hassan,2.76,15.4,2.25,14.96,0.22,0,21.79,"17,76,421"
09-12-2020,Hassan,1.75,15.42,2.25,14.99,0.22,0,21.79,"17,76,421"
10-12-2020,Hassan,2.36,15.45,2.76,15.01,0.22,0,21.79,"17,76,421"
11-12-2020,Hassan,2.53,15.47,2.31,15.04,0.22,0,21.79,"17,76,421"
12-12-2020,Hassan,1.46,15.49,1.8,15.05,0.21,0,21.79,"17,76,421"
13-12-2020,Hassan,1.13,15.5,2.76,15.08,0.2,0,21.79,"17,76,421"
14-12-2020,Hassan,1.63,15.51,1.97,15.1,0.19,0.06,21.84,"17,76,421"
15-12-2020,Hassan,1.52,15.53,2.2,15.12,0.19,0.06,21.9,"17,76,421"
16-12-2020,Hassan,1.91,15.55,2.25,15.15,0.18,0,21.9,"17,76,421"
17-12-2020,Hassan,1.35,15.56,2.65,15.17,0.17,0,21.9,"17,76,421"
18-12-2020,Hassan,2.59,15.59,1.75,15.19,0.18,0,21.9,"17,76,421"
19-12-2020,Hassan,1.01,15.6,3.38,15.22,0.15,0,21.9,"17,76,421"
20-12-2020,Hassan,1.29,15.61,2.59,15.25,0.14,0,21.9,"17,76,421"
21-12-2020,Hassan,1.8,15.63,1.41,15.26,0.15,0.06,21.95,"17,76,421"
22-12-2020,Hassan,1.52,15.64,1.13,15.27,0.15,0.06,22.01,"17,76,421"
23-12-2020,Hassan,1.46,15.66,1.52,15.29,0.15,0.11,22.12,"17,76,421"
24-12-2020,Hassan,1.52,15.67,1.46,15.3,0.15,0,22.12,"17,76,421"
25-12-2020,Hassan,2.42,15.7,1.8,15.32,0.15,0,22.12,"17,76,421"
26-12-2020,Hassan,0.9,15.71,1.35,15.34,0.15,0,22.12,"17,76,421"
27-12-2020,Hassan,1.91,15.73,2.53,15.36,0.14,0,22.12,"17,76,421"
28-12-2020,Hassan,0.51,15.73,0.84,15.37,0.14,0,22.12,"17,76,421"
29-12-2020,Hassan,1.41,15.74,1.29,15.38,0.14,0,22.12,"17,76,421"
30-12-2020,Hassan,1.75,15.76,1.8,15.4,0.14,0,22.12,"17,76,421"
31-12-2020,Hassan,0.34,15.77,1.41,15.41,0.13,0,22.12,"17,76,421"
01-01-2021,Hassan,1.13,15.78,1.46,15.43,0.13,0,22.12,"17,76,421"
02-01-2021,Hassan,0.39,15.78,1.41,15.44,0.12,0,22.12,"17,76,421"
03-01-2021,Hassan,1.01,15.79,2.31,15.47,0.1,0,22.12,"17,76,421"
04-01-2021,Hassan,1.52,15.81,0.84,15.47,0.11,0,22.12,"17,76,421"
05-01-2021,Hassan,1.86,15.82,1.91,15.49,0.11,0,22.12,"17,76,421"
06-01-2021,Hassan,1.35,15.84,0.45,15.5,0.12,0,22.12,"17,76,421"
07-01-2021,Hassan,1.41,15.85,1.29,15.51,0.12,0,22.12,"17,76,421"
08-01-2021,Hassan,0.84,15.86,1.52,15.53,0.11,0,22.12,"17,76,421"
09-01-2021,Hassan,1.75,15.88,1.46,15.54,0.12,0,22.12,"17,76,421"
10-01-2021,Hassan,1.29,15.89,0.39,15.55,0.12,0,22.12,"17,76,421"
11-01-2021,Hassan,0.9,15.9,0.9,15.55,0.12,0,22.12,"17,76,421"
12-01-2021,Hassan,1.8,15.92,1.41,15.57,0.13,0,22.12,"17,76,421"
13-01-2021,Hassan,1.01,15.93,3.21,15.6,0.11,0,22.12,"17,76,421"
14-01-2021,Hassan,0.68,15.93,1.29,15.61,0.1,0,22.12,"17,76,421"
